"Step","race_SAC_dino_transformer - return_train","race_SAC_dino_transformer - return_train__MIN","race_SAC_dino_transformer - return_train__MAX","race_SAC_dino_bigger - return_train","race_SAC_dino_bigger - return_train__MIN","race_SAC_dino_bigger - return_train__MAX","race_SAC_dino - return_train","race_SAC_dino - return_train__MIN","race_SAC_dino - return_train__MAX","SAC_power_source_impoola_color - return_train","SAC_power_source_impoola_color - return_train__MIN","SAC_power_source_impoola_color - return_train__MAX","race_SAC - return_train","race_SAC - return_train__MIN","race_SAC - return_train__MAX"
"2716","5.1399998665","5.1399998665","5.1399998665","15.8250951767","15.8250951767","15.8250951767","30.6300029755","30.6300029755","30.6300029755","44.9000015259","44.9000015259","44.9000015259","79.2300033569","79.2300033569","79.2300033569"
"2717","5.1399998665","5.1399998665","5.1399998665","17.5099945068","17.5099945068","17.5099945068","30.6300029755","30.6300029755","30.6300029755","40.289981842","40.289981842","40.289981842","79.2300033569","79.2300033569","79.2300033569"
"2718","17.4899940491","17.4899940491","17.4899940491","17.5099945068","17.5099945068","17.5099945068","31.0318508148","31.0318508148","31.0318508148","41.939994812","41.939994812","41.939994812","88.9699478149","88.9699478149","88.9699478149"
"2719","17.4899940491","17.4899940491","17.4899940491","27.7980461121","27.7980461121","27.7980461121","32.3400001526","32.3400001526","32.3400001526","37.3300094604","37.3300094604","37.3300094604","88.9699478149","88.9699478149","88.9699478149"
"2720","17.4899940491","17.4899940491","17.4899940491","36.7400016785","36.7400016785","36.7400016785","32.3400001526","32.3400001526","32.3400001526","83.760017395","83.760017395","83.760017395","79.7899703979","79.7899703979","79.7899703979"
"2721","17.4899940491","17.4899940491","17.4899940491","","","","32.3400001526","32.3400001526","32.3400001526","41.8600082397","41.8600082397","41.8600082397","","",""
"2722","17.4899940491","17.4899940491","17.4899940491","","","","30.8008499146","30.8008499146","30.8008499146","41.8699989319","41.8699989319","41.8699989319","","",""
"2723","17.4899940491","17.4899940491","17.4899940491","34.3500480652","34.3500480652","34.3500480652","22.4099998474","22.4099998474","22.4099998474","71.1199874878","71.1199874878","71.1199874878","78.2800064087","78.2800064087","78.2800064087"
"2724","27.2200298309","27.2200298309","27.2200298309","","","","22.4099998474","22.4099998474","22.4099998474","40.2999610901","40.2999610901","40.2999610901","","",""
"2725","27.2200298309","27.2200298309","27.2200298309","26.569984436","26.569984436","26.569984436","22.4099998474","22.4099998474","22.4099998474","40.269985199","40.269985199","40.269985199","78.1800384521","78.1800384521","78.1800384521"
"2726","27.2200298309","27.2200298309","27.2200298309","","","","22.4099998474","22.4099998474","22.4099998474","41.8900184631","41.8900184631","41.8900184631","78.1800384521","78.1800384521","78.1800384521"
"2727","27.2200298309","27.2200298309","27.2200298309","","","","31.3495426178","31.3495426178","31.3495426178","37.0200080872","37.0200080872","37.0200080872","78.9099884033","78.9099884033","78.9099884033"
"2728","32.4599952698","32.4599952698","32.4599952698","34.2300109863","34.2300109863","34.2300109863","32.1799926758","32.1799926758","32.1799926758","41.7699890137","41.7699890137","41.7699890137","78.9099884033","78.9099884033","78.9099884033"
"2729","32.4599952698","32.4599952698","32.4599952698","34.2300109863","34.2300109863","34.2300109863","32.1799926758","32.1799926758","32.1799926758","40.0199890137","40.0199890137","40.0199890137","90.169921875","90.169921875","90.169921875"
"2730","4.1100006104","4.1100006104","4.1100006104","","","","31.4457473755","31.4457473755","31.4457473755","51.6300010681","51.6300010681","51.6300010681","","",""
"2731","4.1100006104","4.1100006104","4.1100006104","","","","29.5100002289","29.5100002289","29.5100002289","41.7500114441","41.7500114441","41.7500114441","","",""
"2732","5.349998951","5.349998951","5.349998951","26.2937526703","26.2937526703","26.2937526703","29.5100002289","29.5100002289","29.5100002289","70.4499588013","70.4499588013","70.4499588013","78.1699447632","78.1699447632","78.1699447632"
"2733","5.349998951","5.349998951","5.349998951","25.1599998474","25.1599998474","25.1599998474","29.5100002289","29.5100002289","29.5100002289","36.5599937439","36.5599937439","36.5599937439","78.9699630737","78.9699630737","78.9699630737"
"2734","4.7099990845","4.7099990845","4.7099990845","","","","29.4708518982","29.4708518982","29.4708518982","40.1199989319","40.1199989319","40.1199989319","","",""
"2735","4.7099990845","4.7099990845","4.7099990845","25.3986530304","25.3986530304","25.3986530304","29.4200057983","29.4200057983","29.4200057983","40.3599624634","40.3599624634","40.3599624634","80.0199508667","80.0199508667","80.0199508667"
"2736","4.5700006485","4.5700006485","4.5700006485","26.2700004578","26.2700004578","26.2700004578","29.4200057983","29.4200057983","29.4200057983","40.0899887085","40.0899887085","40.0899887085","78.1200180054","78.1200180054","78.1200180054"
"2737","4.5700006485","4.5700006485","4.5700006485","","","","29.4200057983","29.4200057983","29.4200057983","42.07995224","42.07995224","42.07995224","","",""
"2738","4.5700006485","4.5700006485","4.5700006485","26.2700004578","26.2700004578","26.2700004578","29.4200057983","29.4200057983","29.4200057983","65.1500396729","65.1500396729","65.1500396729","78.1499710083","78.1499710083","78.1499710083"
"2739","4.5700006485","4.5700006485","4.5700006485","19.4300022125","19.4300022125","19.4300022125","21.2356548309","21.2356548309","21.2356548309","45.5399894714","45.5399894714","45.5399894714","78.1499710083","78.1499710083","78.1499710083"
"2740","6.9700083733","6.9700083733","6.9700083733","","","","20.8500041962","20.8500041962","20.8500041962","45.0100059509","45.0100059509","45.0100059509","","",""
"2741","6.9700083733","6.9700083733","6.9700083733","18.2700023651","18.2700023651","18.2700023651","21.4748039246","21.4748039246","21.4748039246","45.0100059509","45.0100059509","45.0100059509","78.1799926758","78.1799926758","78.1799926758"
"2742","4.180000782","4.180000782","4.180000782","25.9603424072","25.9603424072","25.9603424072","32.2099952698","32.2099952698","32.2099952698","92.9699783325","92.9699783325","92.9699783325","79.9799880981","79.9799880981","79.9799880981"
"2743","4.180000782","4.180000782","4.180000782","27.4799900055","27.4799900055","27.4799900055","32.2099952698","32.2099952698","32.2099952698","42.6000061035","42.6000061035","42.6000061035","79.549987793","79.549987793","79.549987793"
"2744","5.3899998665","5.3899998665","5.3899998665","","","","32.2099952698","32.2099952698","32.2099952698","42.6000061035","42.6000061035","42.6000061035","","",""
"2745","5.3899998665","5.3899998665","5.3899998665","","","","32.2099952698","32.2099952698","32.2099952698","40.0100097656","40.0100097656","40.0100097656","","",""
"2746","4.6399998665","4.6399998665","4.6399998665","","","","32.2099952698","32.2099952698","32.2099952698","49.3499946594","49.3499946594","49.3499946594","","",""
"2747","4.6399998665","4.6399998665","4.6399998665","","","","32.2099952698","32.2099952698","32.2099952698","39.9799919128","39.9799919128","39.9799919128","","",""
"2748","4.6399998665","4.6399998665","4.6399998665","","","","31.9954986572","31.9954986572","31.9954986572","41.8999900818","41.8999900818","41.8999900818","","",""
"2749","5.0400009155","5.0400009155","5.0400009155","26.1710987091","26.1710987091","26.1710987091","31.9899997711","31.9899997711","31.9899997711","40.1100158691","40.1100158691","40.1100158691","79.6600418091","79.6600418091","79.6600418091"
"2750","5.0400009155","5.0400009155","5.0400009155","25.8400001526","25.8400001526","25.8400001526","31.9899997711","31.9899997711","31.9899997711","64.1300125122","64.1300125122","64.1300125122","79.6200485229","79.6200485229","79.6200485229"
"2751","5.0400013924","5.0400013924","5.0400013924","25.8400001526","25.8400001526","25.8400001526","31.9899997711","31.9899997711","31.9899997711","67.47996521","67.47996521","67.47996521","79.6200485229","79.6200485229","79.6200485229"
"2752","5.0400013924","5.0400013924","5.0400013924","25.8400001526","25.8400001526","25.8400001526","32.0414657593","32.0414657593","32.0414657593","40.09998703","40.09998703","40.09998703","78.1999435425","78.1999435425","78.1999435425"
"2753","4.8200001717","4.8200001717","4.8200001717","","","","32.0600204468","32.0600204468","32.0600204468","42.3299865723","42.3299865723","42.3299865723","","",""
"2754","4.8200001717","4.8200001717","4.8200001717","","","","32.0600204468","32.0600204468","32.0600204468","53.6199913025","53.6199913025","53.6199913025","","",""
"2755","6.7900013924","6.7900013924","6.7900013924","","","","32.0600204468","32.0600204468","32.0600204468","41.7900009155","41.7900009155","41.7900009155","","",""
"2756","6.7900013924","6.7900013924","6.7900013924","","","","32.0600204468","32.0600204468","32.0600204468","41.8999710083","41.8999710083","41.8999710083","","",""
"2757","6.7900013924","6.7900013924","6.7900013924","","","","31.7730998993","31.7730998993","31.7730998993","39.5199279785","39.5199279785","39.5199279785","","",""
"2758","4.7700037956","4.7700037956","4.7700037956","","","","31.6799945831","31.6799945831","31.6799945831","41.7699890137","41.7699890137","41.7699890137","","",""
"2759","4.7700037956","4.7700037956","4.7700037956","25.8399944305","25.8399944305","25.8399944305","31.6799945831","31.6799945831","31.6799945831","64.7700119019","64.7700119019","64.7700119019","78.0699539185","78.0699539185","78.0699539185"
"2760","4.7700037956","4.7700037956","4.7700037956","","","","31.6799945831","31.6799945831","31.6799945831","40.0899963379","40.0899963379","40.0899963379","","",""
"2761","4.7700037956","4.7700037956","4.7700037956","25.8399944305","25.8399944305","25.8399944305","25.7081451416","25.7081451416","25.7081451416","40.1999816895","40.1999816895","40.1999816895","50.5100059509","50.5100059509","50.5100059509"
"2762","27.3800029755","27.3800029755","27.3800029755","25.0352497101","25.0352497101","25.0352497101","17.2899971008","17.2899971008","17.2899971008","81.6300048828","81.6300048828","81.6300048828","84.3199996948","84.3199996948","84.3199996948"
"2763","27.3800029755","27.3800029755","27.3800029755","","","","17.2899971008","17.2899971008","17.2899971008","42.6999893188","42.6999893188","42.6999893188","","",""
"2764","27.3800029755","27.3800029755","27.3800029755","24.3900032043","24.3900032043","24.3900032043","25.7413043976","25.7413043976","25.7413043976","40.0600013733","40.0600013733","40.0600013733","79.5200119019","79.5200119019","79.5200119019"
"2765","27.3800029755","27.3800029755","27.3800029755","","","","29.1100101471","29.1100101471","29.1100101471","42.0099983215","42.0099983215","42.0099983215","","",""
"2766","40.1699790955","40.1699790955","40.1699790955","25.2400016785","25.2400016785","25.2400016785","29.1100101471","29.1100101471","29.1100101471","46.5299911499","46.5299911499","46.5299911499","78.3799972534","78.3799972534","78.3799972534"
"2767","40.1699790955","40.1699790955","40.1699790955","25.2400016785","25.2400016785","25.2400016785","29.1100101471","29.1100101471","29.1100101471","41.7799911499","41.7799911499","41.7799911499","78.1999969482","78.1999969482","78.1999969482"
"2768","40.1699790955","40.1699790955","40.1699790955","25.2400016785","25.2400016785","25.2400016785","29.4035587311","29.4035587311","29.4035587311","40.0099754333","40.0099754333","40.0099754333","51.3999786377","51.3999786377","51.3999786377"
"2769","40.1699790955","40.1699790955","40.1699790955","24.4480037689","24.4480037689","24.4480037689","32.2000007629","32.2000007629","32.2000007629","40.0599937439","40.0599937439","40.0599937439","51.3999786377","51.3999786377","51.3999786377"
"2770","40.1699790955","40.1699790955","40.1699790955","22.3599967957","22.3599967957","22.3599967957","32.2000007629","32.2000007629","32.2000007629","40.0599937439","40.0599937439","40.0599937439","78.2500076294","78.2500076294","78.2500076294"
"2771","40.1699790955","40.1699790955","40.1699790955","","","","32.2000007629","32.2000007629","32.2000007629","41.9200057983","41.9200057983","41.9200057983","78.2500076294","78.2500076294","78.2500076294"
"2772","37.310005188","37.310005188","37.310005188","","","","32.2000007629","32.2000007629","32.2000007629","44.8599624634","44.8599624634","44.8599624634","","",""
"2773","37.310005188","37.310005188","37.310005188","21.1875514984","21.1875514984","21.1875514984","32.2000045776","32.2000045776","32.2000045776","41.9599952698","41.9599952698","41.9599952698","80.1699295044","80.1699295044","80.1699295044"
"2774","4.3200001717","4.3200001717","4.3200001717","","","","32.2000083923","32.2000083923","32.2000083923","69.9899978638","69.9899978638","69.9899978638","","",""
"2775","4.3200001717","4.3200001717","4.3200001717","","","","32.2000083923","32.2000083923","32.2000083923","45.1999893188","45.1999893188","45.1999893188","","",""
"2776","5.42000103","5.42000103","5.42000103","23.7149028778","23.7149028778","23.7149028778","32.2000083923","32.2000083923","32.2000083923","40.039981842","40.039981842","40.039981842","79.5399627686","79.5399627686","79.5399627686"
"2777","5.42000103","5.42000103","5.42000103","","","","25.8392524719","25.8392524719","25.8392524719","39.9999961853","39.9999961853","39.9999961853","","",""
"2778","4.7200007439","4.7200007439","4.7200007439","","","","19.3499946594","19.3499946594","19.3499946594","40.1300163269","40.1300163269","40.1300163269","","",""
"2779","4.7200007439","4.7200007439","4.7200007439","32.3900032043","32.3900032043","32.3900032043","19.3499946594","19.3499946594","19.3499946594","41.8100013733","41.8100013733","41.8100013733","79.3499832153","79.3499832153","79.3499832153"
"2780","4.2399992943","4.2399992943","4.2399992943","","","","19.3500003815","19.3500003815","19.3500003815","39.9899864197","39.9899864197","39.9899864197","","",""
"2781","4.2399992943","4.2399992943","4.2399992943","12.2400131226","12.2400131226","12.2400131226","19.3500003815","19.3500003815","19.3500003815","39.9899864197","39.9899864197","39.9899864197","79.6500244141","79.6500244141","79.6500244141"
"2782","4.819999218","4.819999218","4.819999218","12.2400131226","12.2400131226","12.2400131226","20.8234977722","20.8234977722","20.8234977722","41.829990387","41.829990387","41.829990387","78.2799835205","78.2799835205","78.2799835205"
"2783","4.819999218","4.819999218","4.819999218","","","","27.769990921","27.769990921","27.769990921","41.829990387","41.829990387","41.829990387","","",""
